,Titres,Compagnies,Villes,Regions,Heures,Type Emplois,Salaires,Salaires Max Possibles,Contrats
2399,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
2400,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
2401,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
2402,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
2403,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
2404,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
2405,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
2406,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
2407,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
2408,"Recherche Adjointe administrative, 23$/heure / 3 semaines de vacances/ médecin 24/7",Groupe Somr Inc.,Trois-Rivières,QC,40.00 , Full time,23.00,,Permanent  job
2409,Approvisionneur,Excavations Tourigny inc.,Bécancour,QC,40.00 , Full time,,,Permanent  job
2410,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
2411,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
2412,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
2413,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
2414,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
2415,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
2416,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
2417,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
2418,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
2419,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
2420,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
2421,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
2422,Opérateur de chariot élévateur électrique,Bédard Ressources inc.,Dorval,QC,Full time,,26.77,28.60,Permanent  job
2423,Installateur de système de sécurité,logic-control Inc.,Anjou,QC,40.00 , Full time,,,Permanent  job
2424,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
2425,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
2426,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
2427,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
2428,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
2429,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
2430,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
2431,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
2432,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
2433,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
2434,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
2435,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
2436,"Recherche Adjointe administrative, 23$/heure / 3 semaines de vacances/ médecin 24/7",Groupe Somr Inc.,Trois-Rivières,QC,40.00 , Full time,23.00,,Permanent  job
2437,Order Picker Team Leader,Bédard Ressources inc.,Laval,QC,Full time,,24.00,26.00,Contract  job
2438,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
2439,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
2440,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
2441,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
2442,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
2443,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
2444,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
2445,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
2446,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
2447,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
2448,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
2449,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
2450,"Technicien, Assurance qualité",Barrière QMB,Laval,QC,40.00 , Full time,,,"Contract , Telecommuting  job"
2451,Sales Manager/Assistant,Canadian Property Stars,Edmonton,AB,Full time,,,,"Contract , Permanent , Seasonal  job"
2452,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
2453,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
2454,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
2455,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
2456,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
2457,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
2458,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
2459,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
2460,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
2461,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
2462,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
2463,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
2464,Mécanicien industriel,Fonderie Bibby Ste-Croix / Laperle,Sainte-Croix,QC,40 , Full time,35.69,,Permanent  job
2465,Approvisionneur,Excavations Tourigny inc.,Bécancour,QC,40.00 , Full time,,,Permanent  job
2466,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
2467,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
2468,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
2469,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
2470,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
2471,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
2472,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
2473,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
2474,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
2475,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
2476,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
2477,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
2478,Conseiller technique en mécanique,Excavations Tourigny inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
2479,Électricien industriel,Compagnie WestRock du Canada Corp.,Warwick,QC,40 , Full time,28.00,35.59,Permanent  job
2480,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
2481,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
2482,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
2483,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
2484,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
2485,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
2486,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
2487,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
2488,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
2489,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
2490,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
2491,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
2492,Installateur de système de sécurité,logic-control Inc.,Anjou,QC,40.00 , Full time,,,Permanent  job
2493,Intensive Case Management Worker – Health Navigation at 22 Metropolitan Rd,Homes First,Toronto,ON,37.50 , Full time,25.57,,Permanent  job
2494,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
2495,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
2496,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
2497,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
2498,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
2499,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
2500,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
2501,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
2502,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
2503,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
2504,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
2505,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
2506,Sales Manager/Assistant,Canadian Property Stars,Edmonton,AB,Full time,,,,"Contract , Permanent , Seasonal  job"
2507,Responsable de la paie,Les Constructions Edguy Inc.,Sainte-Marie,QC,40.0 , Full time,,,"Contract , Permanent  job"
2508,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
2509,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
2510,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
2511,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
2512,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
2513,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
2514,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
2515,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
2516,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
2517,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
2518,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
2519,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
2520,Approvisionneur,Excavations Tourigny inc.,Bécancour,QC,40.00 , Full time,,,Permanent  job
2521,Mécanicien de véhicules lourds,Excavations Tourigny inc.,Bécancour,QC,40.0 , Full time,,,Permanent  job
2522,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
2523,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
2524,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
2525,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
